"id";"uri";"data";"dataHoraRegistro";"idOrgao";"uriOrgao";"siglaOrgao";"idEvento";"uriEvento";"aprovacao";"votosSim";"votosNao";"votosOutros";"descricao";"ultimaAberturaVotacao_dataHoraRegistro";"ultimaAberturaVotacao_descricao";"ultimaApresentacaoProposicao_dataHoraRegistro";"ultimaApresentacaoProposicao_descricao";"ultimaApresentacaoProposicao_idProposicao";"ultimaApresentacaoProposicao_uriProposicao"
"2285390-59";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2285390-59";"2024-03-19";"2024-03-19T16:17:00";"2003";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2003";"CCJC";"72078";"https://dadosabertos.camara.leg.br/api/v2/eventos/72078";"0";"4";"33";"0";"Rejeitado o Requerimento de Retirada de Pauta. Resultado:  4 votos ""Sim"", 33 votos ""Não"". Quórum de votação: 37 votos válidos e 1 obstrução.";"2024-03-19T16:06:48";"Votação do Requerimento de Retirada de Pauta, de autoria dos Deputados Chico Alencar (PSOL/RJ), Fernanda Melchionna (PSOL/RS), Célia Xakriabá (PSOL/MG) e Túlio Gadêlha (REDE/PE).";"2023-06-16T16:43:59";"Parecer do Relator, Dep. Capitão Alberto Neto (PL-AM), pela constitucionalidade, juridicidade e técnica legislativa.";"2369312";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2369312"
"2324721-61";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2324721-61";"2024-03-19";"2024-03-19T16:37:46";"2003";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2003";"CCJC";"72078";"https://dadosabertos.camara.leg.br/api/v2/eventos/72078";"0";"0";"0";"0";"Rejeitado o Requerimento de Retirada de Pauta.";"2024-03-19T16:26:39";"Votação do Requerimento de Retirada de Pauta, de autoria do Deputado Patrus Ananias (PT/MG).";"2023-04-19T18:13:26";"Parecer do Relator, Dep. Covatti Filho (PP-RS), pela constitucionalidade, juridicidade e técnica legislativa.";"2357149";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2357149"
"2190986-104";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2190986-104";"2024-03-19";"2024-03-19T17:03:33";"2003";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2003";"CCJC";"72078";"https://dadosabertos.camara.leg.br/api/v2/eventos/72078";"0";"8";"38";"0";"Rejeitado o Requerimento de Retirada de Pauta. Resultado:  8 votos ""Sim"", 38 votos ""Não"". Quórum de votação: 46 votos válidos e 2 obstruções.";"2024-03-19T16:50:13";"Votação nominal, de ofício, do Requerimento de Retirada de Pauta, de autoria do Deputado Bacelar (PV/BA).";"2023-12-13T11:50:57";"Parecer do Relator, Dep. Lucas Redecker (PSDB-RS), pela constitucionalidade, juridicidade, técnica legislativa e, no mérito, pela aprovação deste, na forma do Substitutivo da Comissão de Meio Ambiente e Desenvolvimento Sustentável, com subemenda substitutiva.";"2412209";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2412209"
"2252952-81";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2252952-81";"2024-03-19";"2024-03-19T19:06:48";"2003";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2003";"CCJC";"72078";"https://dadosabertos.camara.leg.br/api/v2/eventos/72078";"1";"0";"0";"0";"Aprovada a emenda de redação e a Redação Final.";"";"";"2023-08-08T16:57:45";"Parecer da Relatora, Dep. Laura Carneiro (PSD-RJ), pela constitucionalidade, juridicidade, técnica legislativa e, no mérito, pela aprovação deste e dos Projetos de Lei nºs  3129/2021, 467/2022 e 410/2023, apensados, na forma do Substitutivo da Comissão de Previdência, Assistência Social, Infância, Adolescência e Família.";"2375648";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2375648"
"2420182-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2420182-2";"2024-03-19";"2024-03-19T15:15:50";"537480";"https://dadosabertos.camara.leg.br/api/v2/orgaos/537480";"CPD";"72071";"https://dadosabertos.camara.leg.br/api/v2/eventos/72071";"1";"0";"0";"0";"O dep. Weliton Prado solicitou a inclusão na lista de convidados da entidade Uniser de Minas Gerais. Subscreveu a dep. Maria Rosas. Aprovado.";"";"";"";"Apresentação do REQ n. 2/2024 (Requerimento de Audiência Pública), pelo Deputado Zé Haroldo Cathedral (PSD/RR), que ""Requer a realização de Audiência Pública conjunta com a Comissão dos Direitos da Pessoa Idosa para debater sobre as adversidades do envelhecimento precoce da
pessoa com deficiência e o suporte adequado às pessoas com deficiência na terceira idade"".";"0";""
"2421343-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2421343-2";"2024-03-19";"2024-03-19T15:20:29";"537480";"https://dadosabertos.camara.leg.br/api/v2/orgaos/537480";"CPD";"72071";"https://dadosabertos.camara.leg.br/api/v2/eventos/72071";"1";"0";"0";"0";"Subscreveu a dep. Maria Rosas. Aprovado.";"";"";"";"Apresentação do REQ n. 5/2024 (Requerimento de Audiência Pública), pela Deputada Rosângela Moro (UNIÃO/SP), que ""Requer a realização de Audiência Pública para debater a participação política das pessoas com deficiência. "".";"0";""
"2421489-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2421489-2";"2024-03-19";"2024-03-19T15:23:43";"537480";"https://dadosabertos.camara.leg.br/api/v2/orgaos/537480";"CPD";"72071";"https://dadosabertos.camara.leg.br/api/v2/eventos/72071";"1";"0";"0";"0";"Subscreveram os deputados Weliton Prado, Zé Haroldo Cathedral e Márcio Honaiser. Aprovado.";"";"";"";"Apresentação do REQ n. 8/2024 (Requerimento (Outros)), pelo Deputado Márcio Jerry (PCdoB/MA -Fdr PT-PCdoB-PV), que ""Requer a criação de Subcomissão Especial, no âmbito da Comissão de Defesa dos Direitos das Pessoas com Deficiência, com funcionamento até o final desta Segunda Sessão Legislativa Ordinária, tendo como objetivo acompanhar o processo de Conferências Estaduais e Nacional dos Direitos da Pessoa com Deficiência
"".";"0";""
"2405707-22";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2405707-22";"2024-03-19";"2024-03-19T15:27:03";"537480";"https://dadosabertos.camara.leg.br/api/v2/orgaos/537480";"CPD";"72071";"https://dadosabertos.camara.leg.br/api/v2/eventos/72071";"1";"0";"0";"0";"Aprovado o Parecer.";"";"";"2024-03-14T16:54:11";"Parecer da Relatora, Dep. Amália Barros (PL-MT), pela aprovação.";"2421279";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421279"
"2421516-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2421516-2";"2024-03-19";"2024-03-19T16:15:16";"539386";"https://dadosabertos.camara.leg.br/api/v2/orgaos/539386";"CICS";"72085";"https://dadosabertos.camara.leg.br/api/v2/eventos/72085";"1";"0";"0";"0";"Aprovado, com inclusão de representante da União Nacional de Entidades do Comércio e Serviços - UNECS, de representante da Associação Brasileira das Empresas Aéreas - ABEAR e de representante da Agência Nacional de Aviação Civil - ANAC na lista de convidados.";"";"";"";"Apresentação do REQ n. 1/2024 (Requerimento de Audiência Pública), pelo Deputado Jorge Goetten (PL/SC), que ""Requer reunião de audiência pública com o tema PERSE - Programa Especial de Retomada do Setor de Eventos"".";"0";""
"2421348-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2421348-2";"2024-03-19";"2024-03-19T17:03:47";"537480";"https://dadosabertos.camara.leg.br/api/v2/orgaos/537480";"CPD";"72071";"https://dadosabertos.camara.leg.br/api/v2/eventos/72071";"1";"0";"0";"0";"Subscreveu a dep. Maria Rosas, Aprovado.";"";"";"";"Apresentação do REQ n. 6/2024 (Requerimento), pela Deputada Rosângela Moro (UNIÃO/SP), que ""Requer seja convidado o Sr. Ministro de Estado dos Direitos Humanos e da Cidadania, Sílvio Luiz de Almeida, para prestar esclarecimentos acerca das políticas públicas implementadas pela Pasta no que tange aos direitos da pessoa com deficiência"".";"0";""
"2420476-3";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2420476-3";"2024-03-19";"2024-03-19T16:25:47";"539388";"https://dadosabertos.camara.leg.br/api/v2/orgaos/539388";"CASP";"71766";"https://dadosabertos.camara.leg.br/api/v2/eventos/71766";"1";"0";"0";"0";"Aprovado com a solicitação de inclusão de um representante do PROIFES pela deputada Alice Portugal e, com a solicitação de inclusão de um representante do Ministério da Educação pelo deputado Rogério Correia.";"2024-03-19T16:17:09";"Subscreveram o Requerimento os deputados Reimont, Rogério Correia, Alice Portugal e Erika Kokay.";"";"Apresentação do REQ n. 1/2024 (Requerimento), pela Deputada Sâmia Bomfim (PSOL/SP -Fdr PSOL-REDE), que ""Requer a realização de Audiência Pública para debater o tema 'As mobilizações dos servidores técnico-administrativos de universidades federais e de institutos federais por reajuste salarial”"".";"0";""
"2421046-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2421046-2";"2024-03-19";"2024-03-19T16:31:33";"539388";"https://dadosabertos.camara.leg.br/api/v2/orgaos/539388";"CASP";"71766";"https://dadosabertos.camara.leg.br/api/v2/eventos/71766";"1";"0";"0";"0";"Aprovado com a solicitação da autora para substituição do Senhor Dario Carnevalli Durigan, Secretário Executivo do Ministério da Fazenda, por um representante do Ministério da Fazenda.";"";"";"";"Apresentação do REQ n. 3/2024 (Requerimento de Audiência Pública), pela Deputada Erika Kokay (PT/DF -Fdr PT-PCdoB-PV), que ""Solicita realização de Audiência Pública para discussão do tema: “Novo Regimento Interno da Secretaria Especial da Receita Federal do Brasil e seus impactos sobre a Administração Tributária”.


"".";"0";""
"2421344-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2421344-2";"2024-03-19";"2024-03-19T16:36:27";"539388";"https://dadosabertos.camara.leg.br/api/v2/orgaos/539388";"CASP";"71766";"https://dadosabertos.camara.leg.br/api/v2/eventos/71766";"1";"0";"0";"0";"Aprovado.";"";"";"";"Apresentação do REQ n. 4/2024 (Requerimento), pelo Deputado Rogério Correia (PT/MG -Fdr PT-PCdoB-PV), que ""Requer a realização de Fórum em Belo Horizonte para debater com a população propostas para urbanização da área do antigo Aeroporto Carlos Prates, conforme dispõe as diretrizes do Programa de Democratização de Imóveis da União"".";"0";""
"2421415-4";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2421415-4";"2024-03-19";"2024-03-19T16:41:09";"539388";"https://dadosabertos.camara.leg.br/api/v2/orgaos/539388";"CASP";"71766";"https://dadosabertos.camara.leg.br/api/v2/eventos/71766";"1";"0";"0";"0";"Aprovado com a solicitação de inclusão de um representante do Sindicato dos Professores do Distrito Federal (SINPRO-DF) pela deputada Erika Kokay; um representante do Sindicato Estadual dos Profissionais de Educação do Estado do Rio de Janeiro (SEPE) pelo deputado Reimont, e da deputada estadual Beatriz Cerqueira (PT-MG) pelo deputado Rogério Correia.";"2024-03-19T16:22:02";"Subscreveram o Requerimento os deputados Reimont, Prof. Reginaldo Veras, Rogério Correia, Erika Kokay, Alice Portugal e Sâmia Bomfim.";"";"Apresentação do REQ n. 5/2024 (Requerimento de Audiência Pública), pela Deputada Professora Luciene Cavalcante (PSOL/SP -Fdr PSOL-REDE), que ""Requer a realização de Audiência Pública para debater o descumprimento do Piso Salarial dos Professores"".";"0";""
"2077448-103";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2077448-103";"2024-03-19";"2024-03-19T17:03:39";"539388";"https://dadosabertos.camara.leg.br/api/v2/orgaos/539388";"CASP";"71766";"https://dadosabertos.camara.leg.br/api/v2/eventos/71766";"1";"0";"0";"0";"Aprovado o Parecer.";"";"";"2023-11-22T16:10:16";"Parecer da Relatora, Dep. Erika Kokay (PT-DF), pela aprovação deste, do PL 4942/2019, e do PL 386/2021, apensados, com substitutivo, e pela rejeição do Substitutivo adotado pela  CMADS.";"2405876";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2405876"
"2190986-99";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2190986-99";"2024-03-19";"";"2003";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2003";"CCJC";"0";"";"0";"0";"0";"0";"Apresentação do VTS n. 1 CCJC (Voto em Separado), pelo Deputado Patrus Ananias (PT/MG -Fdr PT-PCdoB-PV).";"";"";"2023-12-13T11:50:57";"Parecer do Relator, Dep. Lucas Redecker (PSDB-RS), pela constitucionalidade, juridicidade, técnica legislativa e, no mérito, pela aprovação deste, na forma do Substitutivo da Comissão de Meio Ambiente e Desenvolvimento Sustentável, com subemenda substitutiva.";"2412209";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2412209"
"2176161-51";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2176161-51";"2024-03-20";"2024-03-20T15:33:51";"539387";"https://dadosabertos.camara.leg.br/api/v2/orgaos/539387";"CPASF";"72095";"https://dadosabertos.camara.leg.br/api/v2/eventos/72095";"1";"0";"0";"0";"Aprovado o Parecer com Complementação de Voto.";"";"";"2024-03-27T09:54:34";"Parecer com Complementação de Voto, Dep. Rogéria Santos (REPUBLIC-BA), pela aprovação deste, do PL 2045/2019, do PL 1195/2022, e do PL 1763/2021, apensados, com substitutivo.";"2422354";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2422354"
"2420777-3";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2420777-3";"2024-03-20";"2024-03-20T16:34:19";"2004";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2004";"CDC";"72101";"https://dadosabertos.camara.leg.br/api/v2/eventos/72101";"1";"0";"0";"0";"Aprovado incluído com realização conjunta com as Comissões de Trabalho e de Previdência, assistência Social, Infância e Adolescencia e Família e inclusão de Rodrigo Saraiva Marinho - Diretor Executivo do Instituto Livre Mercado; Ricardo Leite Ribeiro - Diretor de Políticas Públicas da Uber; Carlos Shigueo Nishikawa - Diretor de Relações Governamentais da InDrive; João Sabino - Diretor Sênior de Assuntos Governamentais e Políticas Públicas do iFood; Valdir Borges dos Santos - Presidente da Associação Brasileira de Aplicativos de Mobilidade Urbana regionais; André Porto - Diretor-Executivo da AMOBITEC (99); Lucas Dias -  Representante da Categoria de Motoristas; e José de Lima Ramos Pereira, Procurador Geral do Trabalho.";"";"";"";"Apresentação do REQ n. 5/2024 (Requerimento de Audiência Pública), pelo Deputado Gilson Marques (NOVO/SC), que ""Requer a realização de audiência pública para debater o PLP nº 12/2024, que dispõe sobre a relação de trabalho intermediado por empresas operadoras de aplicativos de transporte remunerado privado individual de passageiros em veículos automotores de quatro rodas e estabelece mecanismos de inclusão previdenciária e outros direitos para melhoria das condições de trabalho"".";"0";""
"2164554-65";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2164554-65";"2024-03-20";"2024-03-20T16:57:41";"2004";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2004";"CDC";"72101";"https://dadosabertos.camara.leg.br/api/v2/eventos/72101";"1";"0";"0";"0";"Aprovado o Parecer com Complementação de Voto, apresentou voto em separado o Deputado Eli Corrêa Filho.";"";"";"2024-03-21T10:45:31";"Parecer com Complementação de Voto, Dep. Paulão (PT-AL), pela aprovação, com substitutivo.";"2422684";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2422684"
"2269745-105";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2269745-105";"2024-03-20";"2024-03-20T20:03:57";"100001";"https://dadosabertos.camara.leg.br/api/v2/orgaos/100001";"SECAP(SGM)";"0";"";"1";"0";"0";"0";"Realizar o encaminhamento do PL-327/2021 à CCJC (tramitação simultânea), em razão da aprovação de requerimento de urgência.";"";"";"";"";"0";""
"2269745-106";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2269745-106";"2024-03-20";"2024-03-20T20:03:58";"100001";"https://dadosabertos.camara.leg.br/api/v2/orgaos/100001";"SECAP(SGM)";"0";"";"1";"0";"0";"0";"Realizar o encaminhamento do PL-327/2021 à CFT (tramitação simultânea), em razão da aprovação de requerimento de urgência.";"";"";"";"";"0";""
"2269745-107";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2269745-107";"2024-03-20";"2024-03-20T20:04:00";"100001";"https://dadosabertos.camara.leg.br/api/v2/orgaos/100001";"SECAP(SGM)";"0";"";"1";"0";"0";"0";"Realizar o encaminhamento do PL-327/2021 à CFT (tramitação simultânea), em razão da aprovação de requerimento de urgência.";"";"";"";"";"0";""
"2269745-108";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2269745-108";"2024-03-20";"2024-03-20T20:04:01";"100001";"https://dadosabertos.camara.leg.br/api/v2/orgaos/100001";"SECAP(SGM)";"0";"";"1";"0";"0";"0";"Realizar o encaminhamento do PL-327/2021 à CME (tramitação simultânea), em razão da aprovação de requerimento de urgência.";"";"";"";"";"0";""
"2269745-109";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2269745-109";"2024-03-20";"2024-03-20T20:04:03";"100001";"https://dadosabertos.camara.leg.br/api/v2/orgaos/100001";"SECAP(SGM)";"0";"";"1";"0";"0";"0";"Realizar o encaminhamento do PL-327/2021 à CMADS (tramitação simultânea), em razão da aprovação de requerimento de urgência.";"";"";"";"";"0";""
"2419683-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2419683-2";"2024-03-20";"2024-03-20T10:17:52";"2014";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2014";"CSAUDE";"72021";"https://dadosabertos.camara.leg.br/api/v2/eventos/72021";"1";"0";"0";"0";"Aprovado. Subscrito pelos Deputados Jorge Solla, Padre João, Dr. Zacharias Calil, Geraldo Resende, Clodoaldo Magalhães e Daniel Barbosa.";"";"";"";"Apresentação do REQ n. 1/2024 (Requerimento de Audiência Pública), pela Deputada Silvia Cristina (PL/RO), que ""Requer a realização de audiência pública com o objetivo de ampliar o debate sobre diagnóstico, prevenção e tratamento das doenças renais. "".";"0";""
"2419746-3";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2419746-3";"2024-03-20";"2024-03-20T10:18:10";"2014";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2014";"CSAUDE";"72021";"https://dadosabertos.camara.leg.br/api/v2/eventos/72021";"1";"0";"0";"0";"Aprovado. Subscrito pela Deputada Flávia Morais e pelos Deputados Jorge Solla e Daniel Barbosa. Aprovados os seguintes aditamentos, apresentados pela Deputada Rosângela Moro: Marcelo Polacow Bisson, presidente do Conselho Regional de Farmácia do Estado de São Paulo (CRF-SP); e Alexandre Rohlf de Morais, advogado especializado em Defesa do Consumidor, coordenador do Movimento Exija Bula.";"";"";"";"Apresentação do REQ n. 39/2024 (Requerimento), pelo Deputado Rodrigo Valadares (UNIÃO/SE), que ""Requer aditamento ao REQ 4/2024 CSAUDE para que sejam incluídos novos participantes na Audiência Pública"".";"2422060";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2422060"
"2419811-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2419811-2";"2024-03-20";"2024-03-20T10:18:31";"2014";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2014";"CSAUDE";"72021";"https://dadosabertos.camara.leg.br/api/v2/eventos/72021";"1";"0";"0";"0";"Aprovado. Subscrito pelo Deputado Clodoaldo Magalhães.";"";"";"";"Apresentação do REQ n. 6/2024 (Requerimento de Audiência Pública), pelo Deputado Jorge Solla (PT/BA -Fdr PT-PCdoB-PV), que ""Requer a realização de audiência pública para debater sobre assistência em Hepatologia no SUS"".";"0";""
"2419813-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2419813-2";"2024-03-20";"2024-03-20T10:18:37";"2014";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2014";"CSAUDE";"72021";"https://dadosabertos.camara.leg.br/api/v2/eventos/72021";"1";"0";"0";"0";"Aprovado. Subscrito pelos Deputados Geraldo Resende e Clodoaldo Magalhães.";"";"";"";"Apresentação do REQ n. 7/2024 (Requerimento de Audiência Pública), pelo Deputado Jorge Solla (PT/BA -Fdr PT-PCdoB-PV), que ""Requer a realização de audiência pública para debater sobre a carreira de auditoria do SUS"".";"0";""
"2419814-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2419814-2";"2024-03-20";"2024-03-20T10:19:17";"2014";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2014";"CSAUDE";"72021";"https://dadosabertos.camara.leg.br/api/v2/eventos/72021";"1";"0";"0";"0";"Aprovado. Subscrito pelos Deputados Rafael Simões, Ricardo Maia e Clodoaldo Magalhães.";"";"";"";"Apresentação do REQ n. 8/2024 (Requerimento de Audiência Pública), pelo Deputado Jorge Solla (PT/BA -Fdr PT-PCdoB-PV), que ""Requer a realização de audiência pública para debater o PL 5.875, de 2013, que “acrescenta art. 47-A à Lei nº 8.080, de 19 de setembro de 1990, para determinar a criação do cartão de identificação do usuário do Sistema Único de Saúde (SUS)”, e apensados"".";"0";""
"2419934-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2419934-2";"2024-03-20";"2024-03-20T10:19:43";"2014";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2014";"CSAUDE";"72021";"https://dadosabertos.camara.leg.br/api/v2/eventos/72021";"1";"0";"0";"0";"Aprovado. Subscrito pelos Deputados Daniel Barbosa, Rafael Simões e Ricardo Maia.";"";"";"";"Apresentação do REQ n. 9/2024 (Requerimento), pela Deputada Adriana Ventura (NOVO/SP), que ""Requer a realização de audiência pública para discutir a prescrição e dispensação eletrônica de medicamentos e tratamentos"".";"0";""
"2419935-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2419935-2";"2024-03-20";"2024-03-20T10:20:02";"2014";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2014";"CSAUDE";"72021";"https://dadosabertos.camara.leg.br/api/v2/eventos/72021";"1";"0";"0";"0";"Aprovado. Subscrito pelo Deputado Jorge Solla.";"";"";"";"Apresentação do REQ n. 10/2024 (Requerimento), pela Deputada Adriana Ventura (NOVO/SP), que ""Requer a realização de audiência pública para debater o parecer da relatora no PL 5.875, de 2013, que acrescenta art. 47-A à Lei nº 8.080, de 19 de setembro de 1990, para determinar a criação do cartão de identificação do usuário do Sistema Único de Saúde (SUS), e apensados"".";"0";""
"2419936-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2419936-2";"2024-03-20";"2024-03-20T10:20:16";"2014";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2014";"CSAUDE";"72021";"https://dadosabertos.camara.leg.br/api/v2/eventos/72021";"1";"0";"0";"0";"Aprovado. Subscrito pelos Deputados Daniel Barbosa, Jorge Solla e Rafael Simões.";"";"";"";"Apresentação do REQ n. 11/2024 (Requerimento), pela Deputada Adriana Ventura (NOVO/SP), que ""Requer a realização de audiência pública para discutir a prescrição e dispensação eletrônica de medicamentos e tratamentos"".";"0";""
"2419937-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2419937-2";"2024-03-20";"2024-03-20T10:20:27";"2014";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2014";"CSAUDE";"72021";"https://dadosabertos.camara.leg.br/api/v2/eventos/72021";"1";"0";"0";"0";"Aprovado. Subscrito pelos Deputados Jorge Solla e Daniel Barbosa e pela Deputada Flávia Morais. Aprovado o seguinte aditamento, apresentado pelo Deputado Bebeto: representante da União Nacional das Entidades do Comércio e Serviços (UNECS).";"";"";"";"Apresentação do REQ n. 12/2024 (Requerimento), pela Deputada Adriana Ventura (NOVO/SP), que ""Requer a realização de audiência pública para debater o parecer da relatora ao  PL 1.774, de 2019, que Acrescenta o §2º ao art. 6º da Lei nº 5.991, de 17 de dezembro de 1973, para autorizar os supermercados e estabelecimentos similares a dispensarem medicamentos isentos de prescrição"".";"0";""
"2419939-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2419939-2";"2024-03-20";"2024-03-20T10:20:42";"2014";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2014";"CSAUDE";"72021";"https://dadosabertos.camara.leg.br/api/v2/eventos/72021";"1";"0";"0";"0";"Aprovado. Subscrito pelos Deputados Geraldo Resende, Jorge Solla e Clodoaldo Magalhães.";"";"";"";"Apresentação do REQ n. 14/2024 (Requerimento), pela Deputada Juliana Cardoso (PT/SP -Fdr PT-PCdoB-PV), que ""Requer a realização de Audiência Pública para debater o Projeto de Lei 3514/2019, que regulamenta as profissões de Agente Indígena de Saúde (AIS) e Agente Indígena de Saneamento (AISAN), no âmbito do Subsistema de Atenção à Saúde Indígena (SasiSUS)
"".";"0";""
"2419981-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2419981-2";"2024-03-20";"2024-03-20T10:20:48";"2014";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2014";"CSAUDE";"72021";"https://dadosabertos.camara.leg.br/api/v2/eventos/72021";"1";"0";"0";"0";"Aprovado. Subscrito pelas Deputadas Flávia Morais e Maria Rosas e pelos Deputados Dr. Zacharias Calil, Amom Mandel, Rafael Simões, Ricardo Maia e Dr. Fabio Rueda.";"";"";"";"Apresentação do REQ n. 17/2024 (Requerimento de Audiência Pública), pela Deputada Rosângela Moro (UNIÃO/SP), que ""Requer a realização de Audiência Pública para debater a necessidade de atualização da Política Nacional de Atenção Integral às Pessoas com Doenças Raras
"".";"0";""
"2419982-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2419982-2";"2024-03-20";"2024-03-20T10:20:59";"2014";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2014";"CSAUDE";"72021";"https://dadosabertos.camara.leg.br/api/v2/eventos/72021";"1";"0";"0";"0";"Aprovado. Subscrito pelos Deputadas Flávia Morais e Maria Rosas e pelos Deputados Amom Mandel, Dr. Zacharias Calil, Geraldo Resende e Dr. Fabio Rueda. Aprovado o seguinte aditamento, apresentado pela Deputada Rosângela Moro: representante da AFYA Educação Médica.";"";"";"";"Apresentação do REQ n. 18/2024 (Requerimento de Audiência Pública), pela Deputada Rosângela Moro (UNIÃO/SP), que ""Requer a realização de Audiência Pública para debater a inclusão de doenças raras na grade curricular de cursos de ensino superior de saúde. 
"".";"0";""
"2420441-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2420441-2";"2024-03-20";"2024-03-20T10:21:06";"2014";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2014";"CSAUDE";"72021";"https://dadosabertos.camara.leg.br/api/v2/eventos/72021";"1";"0";"0";"0";"Aprovado. Subscrito pela Deputada Flávia Morais e pelos Deputados Daniel Barbosa, Rafael Simões e Ricardo Maia.";"";"";"";"Apresentação do REQ n. 19/2024 (Requerimento), pela Deputada Juliana Cardoso (PT/SP -Fdr PT-PCdoB-PV), que ""Requer a realização de Seminário, na Cidade de São Paulo, capital do estado, para discutir sobre questões atinentes a Doenças Raras, em especial a Púrpura Trombocitopênica Imune (PTI), e aprofundar o conhecimento sobre a Fibromialgia e seus efeitos, doença que atinge pelo menos 3% da população brasileira"".";"0";""
"2420444-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2420444-2";"2024-03-20";"2024-03-20T10:21:12";"2014";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2014";"CSAUDE";"72021";"https://dadosabertos.camara.leg.br/api/v2/eventos/72021";"1";"0";"0";"0";"Aprovado. Subscrito pelas Deputadas Maria Rosas e Flávia Morais e pelos Deputados Amom Mandel, Dr. Zacharias Calil e Dr Fabio Rueda.";"";"";"";"Apresentação do REQ n. 20/2024 (Requerimento de Audiência Pública), pelo Deputado Zé Vitor (PL/MG), que ""Requer a realização de Audiência Pública para debater a cobertura de pessoas com autismo pelos planos de saúde"".";"0";""
